"startupname","startupurl","desc"
"ISO for MyMe Social Game Venture","http://www.isointeractive.com/myme","Keep your achievements across a series of social games  ""MyMe"" - A social game system that works with Facebook, Android, iPhone & others. Has the ability to carry all the players attributes to different games & platforms. In other words, your game character can travel to different games & keep all its account information ..."
"Pliant Labs","http://www.pliantlabs.com/","We enable businesses to create, publish & use APIs to sell more of everything, anywhere. We help retail and ecommerce businesses build APIs so that they can sell their products on online marketplaces like Magento, Amazon, eBay, osCommerce. An API which stands for Application Programming Interface, is a way to let businesses sell their products outside ..."
"N8tion","http://www.n8tion.com/","Exposing emerging artist through inception to a willing community with entertaining media Getting exposure and building traction sucks for an emerging artist. This is where N8tion.com comes in. N8tion provides a way for artist to get their music exposed to a listening community through content we create for our internet television and radio network. ..."
"Pipefish","http://pipefish.com/","Taste based social network Pipefish connects you with people who like the same things you do. Using our tools and apps you can then find the stuff on the Internet that matters to you. We make money by helping e-commerce sites that you visit make better product recommendations to you. But ..."
"HealthDetail","http://www.healthdetail.com/","Helping to move healthcare into the cloud! HealthDetail develops BORING cloud health IT apps. (Back Office Regulated IN Government). Raising money to complete development of our MemberOne suite of services to support the ""Obamacare"" Navigator Program being implemented by all states in 2013. Since 2009, ..."
"Lumenetec","http://www.lumenetec.com/","Scientific Software and Analytics Data analytics, sensor solutions and scientific software. Industries include aerospace & aviation, manufacturing and defense. Specialty in lasers and cameras (visible and infrared) Solutions are based on the technology foundation for missile defense systems ..."
"CheckAction","http://www.checkaction.com/","A Smarter Way To Work Kanban + Workflow Automation + Analytics = ★High Performance Teams★ Teams experience mis-alignment, inefficiency, and work chaos. Our web based software helps teams visualize work, collaborate, and get things done. We apply lean methodologies that bring complete ..."
"Internet Security Systems","https://atlanta.startups-list.com/null"," "
"Founder Fables","http://founderfables.com/","A conference of off-the-record founder talks. We're a new one day conference whose entire programming is off-the-record and not-for-attribution. The day consists of 10 thirty minute talks from founders and co-founders. Attendees must be founders or co-founders themselves or sponsors. No one else is allowed ..."
"Endgame Systems","http://www.endgamesystems.com/"," "
"Mahala","http://www.mahala.us/","Mobile Payments Anywhere... we mean ANYWHERE. *** Mahala: Mobile Apps, User Portal & S-QR's *** With Mahala’s secure mobile payments app, Merchants, Content Producers and Nonprofits can finally accept money anywhere- without additional hardware or being charged fees. ﻿ Consumers simply scan Mahala’s secure ..."
"Cardlytics","http://www.cardlytics.com/"," "
"LaunchTable","https://www.launchtable.com/","Collaboration Network for Entrepreneurs LaunchTable is a social network for creative collaboration and team building. The principal offering is a dedicated team workspace called Group Tables, which allows members to collaborate with each other privately using group chat, file sharing, and cloud storage ..."
"Nanofiber Veterinary","http://www.nanofiberveterinary.com/","Synthetic nanofiber tissue for the veterinary market Nanofiber Veterinary offers a patent-pending treatment for osteoarthritis leveraging recent advances in biosynthetic tissue engineering, using veterinary as an effective means to innovate for the human market. Osteoarthritis impacts over 27 million people in just ..."
"SnapHop","http://snaphop.com/","Mobile, Social & Digital Recruitment Done Right Touch/mobile devices are becoming a way of life, yet most companies fail to allow people to search, share and apply for jobs using these devices. RecruitingHop (by SnapHop) is a recruitment marketing platform designed specifically for touch/mobile devices, empowering ..."
"AppsNmotion, Inc.","http://www.appsnmotion.com/","Creator of blinQlinQ™, a mobile interactive Customer Experience Management (iCXM) platform How do you arm your employees on the ground and in the corporate offices with the necessary Voice of the Customer (VOC) information to drive a continuous and consistent customer engagement experience in a world that is becoming ever more connected through computing ..."
